City,Station,Date,PM2.5,PM10,NO2,SO2,CO,O3
Bangalore,Station_D,4/25/2023 20:00,216,222,145,62,3.5,73
Mumbai,Station_D,4/25/2023 21:00,244,55,29,20,4.57,60
Delhi,Station_D,4/25/2023 22:00,95,367,65,72,1.71,159
Mumbai,Station_C,4/25/2023 23:00,285,339,185,52,4.9,140
Chennai,Station_B,4/26/2023 0:00,207,189,70,86,0.88,155
Chennai,Station_A,4/26/2023 1:00,237,357,13,97,2.41,80
Mumbai,Station_A,4/26/2023 2:00,39,388,149,67,2.43,37
Bangalore,Station_B,4/26/2023 3:00,57,301,85,39,4.55,103
Mumbai,Station_D,4/26/2023 4:00,217,263,25,9,1.88,75
Chennai,Station_B,4/26/2023 5:00,169,107,39,20,1.79,25
Chennai,Station_B,4/26/2023 6:00,197,397,13,15,4.11,33
Chennai,Station_B,4/26/2023 7:00,44,337,159,46,2.9,72
Bangalore,Station_B,4/26/2023 8:00,209,154,196,57,0.66,85
Hyderabad,Station_A,4/26/2023 9:00,163,255,20,39,4.01,62
Chennai,Station_B,4/26/2023 10:00,129,153,98,98,1.5,106
Hyderabad,Station_B,4/26/2023 11:00,261,62,199,94,2.62,158
Hyderabad,Station_D,4/26/2023 12:00,57,78,178,78,2.91,82
Bangalore,Station_C,4/26/2023 13:00,32,293,174,14,2.99,12
Mumbai,Station_D,4/26/2023 14:00,172,336,187,92,3,16
Hyderabad,Station_B,4/26/2023 15:00,271,364,175,8,4.34,96
Mumbai,Station_A,4/26/2023 16:00,37,317,67,6,4.94,50
Bangalore,Station_D,4/26/2023 17:00,174,66,191,33,1.35,89
Bangalore,Station_C,4/26/2023 18:00,41,130,124,35,1.94,119
Delhi,Station_A,4/26/2023 19:00,175,347,31,40,1.91,160
Kolkata,Station_D,4/26/2023 20:00,276,236,29,99,2.88,162
Delhi,Station_D,4/26/2023 21:00,42,114,36,41,2.48,166
Kolkata,Station_C,4/26/2023 22:00,162,61,104,62,1.88,69
Delhi,Station_D,4/26/2023 23:00,77,174,63,11,4.14,179
Bangalore,Station_D,4/27/2023 0:00,289,154,166,69,1.01,119
Bangalore,Station_A,4/27/2023 1:00,141,136,57,31,4.71,113
Kolkata,Station_D,4/27/2023 2:00,232,312,127,64,1.25,129
Hyderabad,Station_B,4/27/2023 3:00,229,333,128,88,2.95,101
Bangalore,Station_D,4/27/2023 4:00,242,165,148,66,2.92,107
Hyderabad,Station_C,4/27/2023 5:00,257,391,20,64,3.88,143
Kolkata,Station_B,4/27/2023 6:00,275,246,144,20,2.82,130
Delhi,Station_A,4/27/2023 7:00,274,183,108,88,2.48,159
Delhi,Station_A,4/27/2023 8:00,181,227,59,43,2.97,94
Kolkata,Station_B,4/27/2023 9:00,140,393,99,20,0.72,107
Kolkata,Station_C,4/27/2023 10:00,224,159,48,10,2.03,42
Delhi,Station_D,4/27/2023 11:00,97,384,65,68,4.24,45
Mumbai,Station_C,4/27/2023 12:00,209,345,72,9,4.05,43
Kolkata,Station_D,4/27/2023 13:00,164,100,71,34,1.83,77
Chennai,Station_A,4/27/2023 14:00,245,165,45,40,3.3,150
Bangalore,Station_D,4/27/2023 15:00,64,375,190,8,2.08,79
Kolkata,Station_A,4/27/2023 16:00,229,215,150,33,3.89,135
Hyderabad,Station_A,4/27/2023 17:00,58,213,83,87,0.56,43
Mumbai,Station_A,4/27/2023 18:00,145,266,103,19,2.12,100
Mumbai,Station_C,4/27/2023 19:00,280,354,70,83,3.79,18
Mumbai,Station_D,4/27/2023 20:00,159,213,145,76,1.95,41
Mumbai,Station_C,4/27/2023 21:00,156,169,28,33,1.6,150
Hyderabad,Station_B,4/27/2023 22:00,227,337,148,20,4.83,123
Hyderabad,Station_C,4/27/2023 23:00,102,227,130,46,1.99,12
Delhi,Station_C,4/28/2023 0:00,52,395,38,7,4.01,62
Mumbai,Station_D,4/28/2023 1:00,161,132,18,74,0.55,46
Delhi,Station_C,4/28/2023 2:00,291,188,132,21,0.59,40
Kolkata,Station_B,4/28/2023 3:00,229,227,129,71,4.58,39
Kolkata,Station_B,4/28/2023 4:00,199,191,96,50,2.58,118
Hyderabad,Station_A,4/28/2023 5:00,124,57,75,61,2.6,163
Chennai,Station_B,4/28/2023 6:00,24,296,126,10,4.58,59
Hyderabad,Station_A,4/28/2023 7:00,189,391,88,91,2.59,18
Hyderabad,Station_D,4/28/2023 8:00,26,360,103,32,3.54,165
Mumbai,Station_C,4/28/2023 9:00,132,229,77,28,3.08,79
Hyderabad,Station_C,4/28/2023 10:00,295,293,37,42,0.82,85
Kolkata,Station_A,4/28/2023 11:00,71,253,163,46,0.64,147
Chennai,Station_B,4/28/2023 12:00,204,210,91,92,3.92,153
Hyderabad,Station_A,4/28/2023 13:00,287,330,160,86,1.62,109
Hyderabad,Station_B,4/28/2023 14:00,257,359,51,21,2.92,128
Kolkata,Station_A,4/28/2023 15:00,212,188,46,21,1.5,177
Delhi,Station_D,4/28/2023 16:00,163,361,29,44,4.24,154
Chennai,Station_C,4/28/2023 17:00,269,394,106,14,3.71,46
Kolkata,Station_C,4/28/2023 18:00,21,63,108,90,4.24,110
Chennai,Station_A,4/28/2023 19:00,295,314,38,45,2.01,176
Bangalore,Station_A,4/28/2023 20:00,101,373,75,91,1.97,116
Chennai,Station_D,4/28/2023 21:00,60,271,140,80,1.64,26
Delhi,Station_A,4/28/2023 22:00,227,53,43,58,1.85,42
Bangalore,Station_C,4/28/2023 23:00,198,229,103,84,2.43,154
Bangalore,Station_B,4/29/2023 0:00,116,293,128,75,3.86,168
Bangalore,Station_C,4/29/2023 1:00,184,129,70,15,3.35,130
Bangalore,Station_B,4/29/2023 2:00,25,213,167,59,4.02,74
Delhi,Station_D,4/29/2023 3:00,36,387,20,34,2.1,101
Kolkata,Station_B,4/29/2023 4:00,227,214,41,97,4.45,147
Mumbai,Station_A,4/29/2023 5:00,66,316,91,51,1.16,43
Kolkata,Station_A,4/29/2023 6:00,253,197,189,8,4.6,56
Hyderabad,Station_A,4/29/2023 7:00,68,268,177,15,4.4,86
Delhi,Station_C,4/29/2023 8:00,139,218,177,65,1.82,142
Chennai,Station_C,4/29/2023 9:00,133,58,78,8,2.32,52
Kolkata,Station_B,4/29/2023 10:00,76,164,87,79,2.16,80
Hyderabad,Station_B,4/29/2023 11:00,53,204,50,96,1.88,155
Delhi,Station_A,4/29/2023 12:00,80,317,142,22,1.02,21
Mumbai,Station_C,4/29/2023 13:00,165,284,22,23,1.73,38
Kolkata,Station_B,4/29/2023 14:00,162,275,67,19,3.95,74
Chennai,Station_D,4/29/2023 15:00,49,93,12,72,3.06,86
Mumbai,Station_D,4/29/2023 16:00,229,185,192,35,2.82,117
Hyderabad,Station_A,4/29/2023 17:00,124,258,171,40,1.23,24
Hyderabad,Station_D,4/29/2023 18:00,61,98,62,8,3.85,15
Kolkata,Station_B,4/29/2023 19:00,98,266,37,64,2.13,107
Mumbai,Station_C,4/29/2023 20:00,263,306,70,57,0.95,76
Delhi,Station_D,4/29/2023 21:00,57,356,108,43,1,123
Bangalore,Station_C,4/29/2023 22:00,28,383,180,72,4.93,152
Delhi,Station_C,4/29/2023 23:00,246,214,155,37,0.63,98
Hyderabad,Station_D,4/30/2023 0:00,143,240,56,59,4.29,107
Mumbai,Station_A,4/30/2023 1:00,92,206,190,54,3.72,14
Chennai,Station_D,4/30/2023 2:00,123,173,159,91,3.44,11
Hyderabad,Station_D,4/30/2023 3:00,63,287,127,34,4.33,68
Mumbai,Station_D,4/30/2023 4:00,155,133,70,58,0.74,178
Delhi,Station_A,4/30/2023 5:00,175,226,13,57,4.18,153
Kolkata,Station_B,4/30/2023 6:00,241,318,100,28,4.34,100
Bangalore,Station_D,4/30/2023 7:00,56,300,47,27,2.24,75
Delhi,Station_C,4/30/2023 8:00,116,51,137,97,2.21,147
Chennai,Station_B,4/30/2023 9:00,67,283,186,6,4.26,10
Delhi,Station_D,4/30/2023 10:00,154,299,63,19,1.66,148
Kolkata,Station_A,4/30/2023 11:00,98,299,42,26,2.19,88
Mumbai,Station_C,4/30/2023 12:00,90,107,47,31,1.59,86
Mumbai,Station_A,4/30/2023 13:00,197,201,13,12,4.54,114
Bangalore,Station_C,4/30/2023 14:00,48,69,59,68,3.92,163
Bangalore,Station_B,4/30/2023 15:00,149,351,180,96,3.45,19
Bangalore,Station_C,4/30/2023 16:00,164,226,192,23,0.77,98
Hyderabad,Station_D,4/30/2023 17:00,115,390,62,72,2.9,179
Bangalore,Station_A,4/30/2023 18:00,252,65,184,67,3.11,48
Mumbai,Station_C,4/30/2023 19:00,124,237,64,24,3.68,119
Mumbai,Station_C,4/30/2023 20:00,123,138,34,78,2.95,94
Delhi,Station_D,4/30/2023 21:00,247,283,92,15,3.2,44
Kolkata,Station_C,4/30/2023 22:00,183,177,28,82,2.65,166
Mumbai,Station_D,4/30/2023 23:00,197,56,11,47,3.32,44
Delhi,Station_D,5/1/2023 0:00,279,127,125,46,1.35,117
Chennai,Station_C,5/1/2023 1:00,59,268,140,10,4.37,110
Chennai,Station_D,5/1/2023 2:00,66,74,133,35,3.37,64
Kolkata,Station_B,5/1/2023 3:00,236,314,178,39,1.86,13
Chennai,Station_C,5/1/2023 4:00,117,103,27,30,4.45,121
Mumbai,Station_D,5/1/2023 5:00,59,355,60,92,2.47,131
Chennai,Station_A,5/1/2023 6:00,273,281,186,21,2.33,168
Bangalore,Station_B,5/1/2023 7:00,124,287,150,15,0.88,26
Mumbai,Station_A,5/1/2023 8:00,192,61,175,35,2.98,14
Bangalore,Station_C,5/1/2023 9:00,222,369,30,13,1.77,87
Bangalore,Station_B,5/1/2023 10:00,176,110,137,10,1.85,177
Bangalore,Station_B,5/1/2023 11:00,199,280,72,94,2.48,157
Mumbai,Station_C,5/1/2023 12:00,298,362,145,72,2.21,142
Chennai,Station_D,5/1/2023 13:00,162,113,46,20,2.43,119
Bangalore,Station_D,5/1/2023 14:00,249,274,168,62,3.7,74
Bangalore,Station_A,5/1/2023 15:00,124,120,55,17,3.74,178
Bangalore,Station_A,5/1/2023 16:00,272,239,149,12,4.75,86
Bangalore,Station_A,5/1/2023 17:00,46,219,41,47,1.89,44
Kolkata,Station_A,5/1/2023 18:00,214,388,143,24,4.51,147
Delhi,Station_B,5/1/2023 19:00,77,284,20,11,2.62,10
Hyderabad,Station_B,5/1/2023 20:00,296,223,66,45,1.66,104
Bangalore,Station_A,5/1/2023 21:00,254,75,66,99,0.68,42
Bangalore,Station_A,5/1/2023 22:00,155,355,70,34,3.47,108
Mumbai,Station_A,5/1/2023 23:00,120,277,97,81,1.82,18
Kolkata,Station_A,5/2/2023 0:00,34,112,145,43,4.87,67
Hyderabad,Station_A,5/2/2023 1:00,258,174,169,36,2.58,118
Mumbai,Station_B,5/2/2023 2:00,261,101,194,95,3.58,132
Hyderabad,Station_A,5/2/2023 3:00,220,296,108,39,4.05,78
Kolkata,Station_C,5/2/2023 4:00,188,90,43,70,1.47,131
Bangalore,Station_C,5/2/2023 5:00,236,268,180,75,3.59,153
Kolkata,Station_D,5/2/2023 6:00,83,182,123,50,4.49,77
Delhi,Station_B,5/2/2023 7:00,71,343,98,25,1.63,80
Chennai,Station_C,5/2/2023 8:00,119,193,49,48,3.54,115
Chennai,Station_B,5/2/2023 9:00,152,364,43,57,4.99,124
Delhi,Station_D,5/2/2023 10:00,262,111,161,21,1.47,52
Mumbai,Station_D,5/2/2023 11:00,173,127,179,14,2.33,68
Hyderabad,Station_C,5/2/2023 12:00,52,218,151,75,1.6,177
Delhi,Station_B,5/2/2023 13:00,125,222,38,9,4.71,153
Kolkata,Station_D,5/2/2023 14:00,244,373,38,41,1.23,47
Bangalore,Station_A,5/2/2023 15:00,213,159,83,20,3.03,130
Delhi,Station_A,5/2/2023 16:00,47,320,196,29,1.99,17
Kolkata,Station_C,5/2/2023 17:00,138,75,183,13,2.95,165
Hyderabad,Station_B,5/2/2023 18:00,209,173,122,83,4.77,38
Delhi,Station_D,5/2/2023 19:00,118,318,13,73,2.79,96
Mumbai,Station_C,5/2/2023 20:00,159,201,177,73,2.27,150
Delhi,Station_C,5/2/2023 21:00,55,180,108,48,0.92,59
Hyderabad,Station_C,5/2/2023 22:00,96,253,103,87,1.08,66
Bangalore,Station_A,5/2/2023 23:00,30,373,22,18,1.5,53
Hyderabad,Station_A,5/3/2023 0:00,258,204,80,95,3.47,87
Chennai,Station_C,5/3/2023 1:00,122,166,141,41,2.31,107
Bangalore,Station_D,5/3/2023 2:00,117,292,114,47,3.78,79
Hyderabad,Station_B,5/3/2023 3:00,249,302,132,38,2.14,39
Kolkata,Station_C,5/3/2023 4:00,264,251,32,19,4.83,123
Mumbai,Station_D,5/3/2023 5:00,33,210,161,50,4.58,45
Bangalore,Station_A,5/3/2023 6:00,129,179,158,83,1.68,148
Chennai,Station_B,5/3/2023 7:00,264,283,82,18,2.06,102
Bangalore,Station_C,5/3/2023 8:00,62,247,58,97,4.85,146
Hyderabad,Station_A,5/3/2023 9:00,34,347,173,24,4.91,112
Kolkata,Station_C,5/3/2023 10:00,237,300,151,76,4.88,53
Bangalore,Station_D,5/3/2023 11:00,239,378,82,68,3.35,69
Chennai,Station_D,5/3/2023 12:00,126,240,13,40,1.15,85
Mumbai,Station_D,5/3/2023 13:00,186,371,55,72,3.4,133
Delhi,Station_C,5/3/2023 14:00,268,240,122,78,4.33,20
Mumbai,Station_B,5/3/2023 15:00,232,80,179,99,3.15,81
Delhi,Station_B,5/3/2023 16:00,209,87,40,87,4.23,130
Kolkata,Station_C,5/3/2023 17:00,208,305,121,84,4.81,99
Mumbai,Station_C,5/3/2023 18:00,161,215,128,40,2.49,135
Hyderabad,Station_D,5/3/2023 19:00,292,185,188,21,2.52,106
Chennai,Station_C,5/3/2023 20:00,165,227,146,14,1.58,134
Chennai,Station_B,5/3/2023 21:00,156,56,37,80,3.72,177
Delhi,Station_D,5/3/2023 22:00,290,57,120,95,3.38,86
Hyderabad,Station_A,5/3/2023 23:00,115,296,52,60,2.98,146
Bangalore,Station_A,5/4/2023 0:00,207,171,187,32,0.85,97
Chennai,Station_B,5/4/2023 1:00,126,347,70,22,3.18,112
Delhi,Station_D,5/4/2023 2:00,171,61,149,72,2.66,75
Bangalore,Station_B,5/4/2023 3:00,192,340,175,57,3.47,136
Hyderabad,Station_B,5/4/2023 4:00,241,170,91,97,4.7,127
Mumbai,Station_A,5/4/2023 5:00,95,283,103,59,0.94,179
Hyderabad,Station_A,5/4/2023 6:00,186,213,162,74,4.87,52
Kolkata,Station_D,5/4/2023 7:00,21,290,77,82,1.85,30
Hyderabad,Station_D,5/4/2023 8:00,54,121,118,29,2.95,177
Hyderabad,Station_C,5/4/2023 9:00,221,390,168,28,3.32,125
Mumbai,Station_B,5/4/2023 10:00,23,350,35,15,2.84,91
Hyderabad,Station_B,5/4/2023 11:00,157,386,152,56,1.09,121
Mumbai,Station_A,5/4/2023 12:00,258,372,12,33,3.24,168
Kolkata,Station_A,5/4/2023 13:00,148,269,13,54,1.92,114
Chennai,Station_D,5/4/2023 14:00,58,363,161,95,1.6,172
Delhi,Station_D,5/4/2023 15:00,223,84,120,74,0.69,58
Kolkata,Station_D,5/4/2023 16:00,57,361,81,60,1.51,125
Chennai,Station_A,5/4/2023 17:00,251,88,56,13,4.08,159
Mumbai,Station_A,5/4/2023 18:00,178,183,181,91,2.24,55
Delhi,Station_B,5/4/2023 19:00,40,243,151,47,3.96,51
Delhi,Station_B,5/4/2023 20:00,281,147,186,86,1.21,42
Kolkata,Station_C,5/4/2023 21:00,45,321,171,29,4.83,121
Hyderabad,Station_D,5/4/2023 22:00,215,167,131,78,4.94,31
Mumbai,Station_D,5/4/2023 23:00,126,303,11,71,3.2,94
Chennai,Station_A,5/5/2023 0:00,65,383,139,5,2.75,35
Bangalore,Station_A,5/5/2023 1:00,215,84,95,30,4.07,162
Delhi,Station_A,5/5/2023 2:00,127,203,31,43,1.7,61
Bangalore,Station_C,5/5/2023 3:00,291,399,155,14,1.31,162
Kolkata,Station_D,5/5/2023 4:00,129,369,139,89,4.81,40
Chennai,Station_D,5/5/2023 5:00,114,344,75,45,2.72,35
Chennai,Station_C,5/5/2023 6:00,27,164,53,36,0.74,34
Chennai,Station_D,5/5/2023 7:00,150,200,65,88,1.87,142
Delhi,Station_A,5/5/2023 8:00,188,259,158,54,4.7,139
Delhi,Station_B,5/5/2023 9:00,60,158,124,30,3.38,144
Chennai,Station_B,5/5/2023 10:00,75,316,196,56,4.53,121
Kolkata,Station_D,5/5/2023 11:00,70,83,182,13,3.33,76
Chennai,Station_B,5/5/2023 12:00,51,110,17,26,4.65,58
Hyderabad,Station_B,5/5/2023 13:00,118,293,73,7,1.04,94
Chennai,Station_D,5/5/2023 14:00,26,145,149,8,4.11,90
Chennai,Station_A,5/5/2023 15:00,144,189,132,76,2.94,17
Bangalore,Station_C,5/5/2023 16:00,143,243,174,74,2.02,60
Kolkata,Station_C,5/5/2023 17:00,92,235,22,20,1.63,101
Chennai,Station_C,5/5/2023 18:00,31,221,173,84,2.6,82
Hyderabad,Station_A,5/5/2023 19:00,154,298,71,35,2.43,88
Hyderabad,Station_B,5/5/2023 20:00,41,373,15,66,1.04,152
Hyderabad,Station_D,5/5/2023 21:00,67,381,159,33,4.26,126
Bangalore,Station_A,5/5/2023 22:00,222,120,119,83,3.6,60
Kolkata,Station_A,5/5/2023 23:00,185,383,43,73,3.04,103
Delhi,Station_A,5/6/2023 0:00,105,320,10,35,3.62,15
Delhi,Station_B,5/6/2023 1:00,190,283,11,47,2.55,50
Hyderabad,Station_C,5/6/2023 2:00,246,206,127,13,4.07,171
Mumbai,Station_B,5/6/2023 3:00,166,397,185,46,0.62,54
Mumbai,Station_A,5/6/2023 4:00,290,239,114,76,4.67,78
Mumbai,Station_B,5/6/2023 5:00,63,325,52,30,2.81,139
Chennai,Station_B,5/6/2023 6:00,265,183,145,37,0.66,165
Chennai,Station_B,5/6/2023 7:00,103,192,172,90,2.45,137
Chennai,Station_A,5/6/2023 8:00,190,326,155,56,2,93
Bangalore,Station_A,5/6/2023 9:00,158,140,158,26,2.04,132
Kolkata,Station_D,5/6/2023 10:00,232,357,169,40,2.77,138
Hyderabad,Station_A,5/6/2023 11:00,195,303,184,80,2.57,32
Delhi,Station_D,5/6/2023 12:00,210,192,74,85,3.36,36
Mumbai,Station_C,5/6/2023 13:00,260,235,170,70,1.07,41
Hyderabad,Station_C,5/6/2023 14:00,92,169,141,13,2.7,22
Delhi,Station_D,5/6/2023 15:00,149,278,83,20,0.55,15
Delhi,Station_B,5/6/2023 16:00,45,232,159,99,1,41
Bangalore,Station_D,5/6/2023 17:00,136,291,66,82,1.83,178
Chennai,Station_B,5/6/2023 18:00,133,90,133,7,2.02,84
Mumbai,Station_A,5/6/2023 19:00,179,377,131,22,2.57,68
Hyderabad,Station_A,5/6/2023 20:00,114,289,170,9,4.93,92
Chennai,Station_C,5/6/2023 21:00,217,297,190,54,0.56,58
Kolkata,Station_A,5/6/2023 22:00,144,224,99,44,0.52,55
Mumbai,Station_D,5/6/2023 23:00,287,133,163,62,2.13,105
Chennai,Station_D,5/7/2023 0:00,250,151,158,84,2.36,157
Hyderabad,Station_D,5/7/2023 1:00,253,337,28,64,4.9,102
Hyderabad,Station_C,5/7/2023 2:00,149,322,19,96,2.32,144
Hyderabad,Station_C,5/7/2023 3:00,190,216,35,9,1.09,102
Kolkata,Station_A,5/7/2023 4:00,70,163,77,66,3.54,72
Mumbai,Station_C,5/7/2023 5:00,74,242,45,8,0.78,17
Bangalore,Station_A,5/7/2023 6:00,29,305,35,7,1.1,170
Bangalore,Station_C,5/7/2023 7:00,254,272,31,56,2.01,140
Mumbai,Station_D,5/7/2023 8:00,76,219,76,32,4.8,45
Kolkata,Station_D,5/7/2023 9:00,271,147,61,96,3.31,138
Bangalore,Station_A,5/7/2023 10:00,110,283,172,18,2.34,150
Mumbai,Station_D,5/7/2023 11:00,56,74,165,66,3.28,81
Mumbai,Station_D,5/7/2023 12:00,49,130,30,73,4.26,73
Mumbai,Station_B,5/7/2023 13:00,88,87,128,96,3.08,152
Mumbai,Station_D,5/7/2023 14:00,213,311,76,90,1.8,124
Kolkata,Station_B,5/7/2023 15:00,253,390,98,15,2.09,141
Delhi,Station_B,5/7/2023 16:00,117,323,186,99,2.38,101
Hyderabad,Station_B,5/7/2023 17:00,218,154,16,93,2.43,36
Hyderabad,Station_D,5/7/2023 18:00,171,214,107,95,2.59,60
Hyderabad,Station_B,5/7/2023 19:00,255,196,99,63,2.81,161
Chennai,Station_D,5/7/2023 20:00,32,159,188,68,5,171
Mumbai,Station_A,5/7/2023 21:00,35,325,13,33,2.07,136
Delhi,Station_D,5/7/2023 22:00,68,129,31,84,2.64,130
Bangalore,Station_B,5/7/2023 23:00,141,332,130,54,3.87,84
Delhi,Station_D,5/8/2023 0:00,240,144,68,53,2.8,38
Mumbai,Station_B,5/8/2023 1:00,241,348,34,31,2.24,156
Mumbai,Station_B,5/8/2023 2:00,51,212,63,12,4.22,133
Bangalore,Station_A,5/8/2023 3:00,195,375,131,37,4.17,152
Delhi,Station_D,5/8/2023 4:00,138,248,70,72,3.24,39
Hyderabad,Station_A,5/8/2023 5:00,66,265,95,88,1.76,79
Kolkata,Station_C,5/8/2023 6:00,45,224,63,13,2.12,42
Bangalore,Station_B,5/8/2023 7:00,143,180,130,95,1.07,53
Kolkata,Station_A,5/8/2023 8:00,53,317,80,61,2,91
Bangalore,Station_D,5/8/2023 9:00,187,212,186,61,2.59,132
Delhi,Station_B,5/8/2023 10:00,198,336,43,55,2.94,77
Delhi,Station_D,5/8/2023 11:00,268,308,136,70,2.41,178
Kolkata,Station_D,5/8/2023 12:00,87,395,177,46,2.26,95
Hyderabad,Station_C,5/8/2023 13:00,28,102,116,33,1.89,125
Delhi,Station_A,5/8/2023 14:00,86,224,107,63,3.11,154
Chennai,Station_B,5/8/2023 15:00,147,271,110,24,1.88,109
Delhi,Station_C,5/8/2023 16:00,114,231,64,69,4.64,134
Chennai,Station_A,5/8/2023 17:00,271,265,83,54,1.04,14
Kolkata,Station_B,5/8/2023 18:00,186,313,58,72,1.7,73
Mumbai,Station_D,5/8/2023 19:00,141,301,180,80,4.24,166
Bangalore,Station_B,5/8/2023 20:00,136,159,71,43,1.25,116
Mumbai,Station_B,5/8/2023 21:00,156,356,168,65,3.84,137
Chennai,Station_A,5/8/2023 22:00,37,245,30,8,4.62,168
Kolkata,Station_C,5/8/2023 23:00,172,360,79,88,1.74,36
Delhi,Station_A,5/9/2023 0:00,230,324,79,46,2.88,120
Kolkata,Station_B,5/9/2023 1:00,98,189,154,62,3.16,157
Mumbai,Station_D,5/9/2023 2:00,248,261,147,91,4.87,56
Bangalore,Station_C,5/9/2023 3:00,52,323,78,8,3.41,173
Hyderabad,Station_B,5/9/2023 4:00,278,144,124,53,4.79,35
Delhi,Station_C,5/9/2023 5:00,185,87,111,67,3.11,122
Bangalore,Station_A,5/9/2023 6:00,224,318,173,65,1.08,89
Kolkata,Station_B,5/9/2023 7:00,159,52,80,73,4.2,66
Delhi,Station_B,5/9/2023 8:00,48,67,154,94,2.27,97
Chennai,Station_A,5/9/2023 9:00,29,318,191,80,0.53,98
Bangalore,Station_C,5/9/2023 10:00,138,146,12,82,1.44,161
Chennai,Station_C,5/9/2023 11:00,168,397,161,68,2.48,112
Delhi,Station_B,5/9/2023 12:00,148,245,105,11,3.93,38
Chennai,Station_B,5/9/2023 13:00,125,361,120,74,1.17,79
Kolkata,Station_A,5/9/2023 14:00,296,151,13,91,1.8,71
Bangalore,Station_A,5/9/2023 15:00,54,202,67,40,2.19,143
Kolkata,Station_A,5/9/2023 16:00,285,275,176,27,2.75,136
Chennai,Station_C,5/9/2023 17:00,218,330,59,32,4.43,65
Hyderabad,Station_A,5/9/2023 18:00,125,210,108,77,3.04,80
Mumbai,Station_A,5/9/2023 19:00,99,144,61,33,3.54,74
Hyderabad,Station_C,5/9/2023 20:00,263,147,186,42,1.57,157
Chennai,Station_A,5/9/2023 21:00,229,216,24,13,1.02,19
Bangalore,Station_C,5/9/2023 22:00,284,58,128,19,1.88,150
Kolkata,Station_A,5/9/2023 23:00,83,243,11,98,2.16,52
Mumbai,Station_D,5/10/2023 0:00,161,278,65,12,4.17,72
Mumbai,Station_B,5/10/2023 1:00,25,248,132,8,3.42,100
Bangalore,Station_A,5/10/2023 2:00,180,207,100,53,4.75,45
Mumbai,Station_B,5/10/2023 3:00,229,189,127,11,1.53,110
Kolkata,Station_C,5/10/2023 4:00,150,327,115,48,0.74,120
Kolkata,Station_C,5/10/2023 5:00,94,246,131,10,0.81,163
Chennai,Station_D,5/10/2023 6:00,266,179,146,55,0.71,18
Kolkata,Station_A,5/10/2023 7:00,204,257,130,42,4.26,121
Bangalore,Station_C,5/10/2023 8:00,171,374,63,55,1.29,100
Kolkata,Station_B,5/10/2023 9:00,62,82,75,58,2.64,68
Hyderabad,Station_D,5/10/2023 10:00,70,199,132,70,2.21,149
Delhi,Station_D,5/10/2023 11:00,249,119,118,9,3.28,75
Delhi,Station_D,5/10/2023 12:00,220,120,146,49,2.92,148
Mumbai,Station_C,5/10/2023 13:00,223,244,83,98,4.55,112
Bangalore,Station_B,5/10/2023 14:00,71,187,175,85,2.64,100
Delhi,Station_C,5/10/2023 15:00,20,147,34,37,3.87,79
Bangalore,Station_B,5/10/2023 16:00,294,389,181,21,4,116
Chennai,Station_B,5/10/2023 17:00,47,283,161,92,3.89,39
Hyderabad,Station_A,5/10/2023 18:00,296,206,54,77,2.38,58
Bangalore,Station_C,5/10/2023 19:00,80,213,108,42,2.07,138
Delhi,Station_C,5/10/2023 20:00,59,324,176,37,2.48,143
Kolkata,Station_A,5/10/2023 21:00,147,323,163,27,0.51,36
Chennai,Station_B,5/10/2023 22:00,89,375,90,60,3.15,26
Hyderabad,Station_D,5/10/2023 23:00,117,80,61,33,2.95,78
Delhi,Station_B,5/11/2023 0:00,90,181,61,36,1.61,129
Delhi,Station_A,5/11/2023 1:00,31,217,132,56,1.66,136
Chennai,Station_A,5/11/2023 2:00,235,393,77,34,1.23,90
Hyderabad,Station_C,5/11/2023 3:00,284,300,125,11,2.44,89
Kolkata,Station_A,5/11/2023 4:00,204,359,153,81,2.44,74
Hyderabad,Station_B,5/11/2023 5:00,190,123,18,87,2.13,90
Mumbai,Station_B,5/11/2023 6:00,159,387,197,95,1.62,46
Bangalore,Station_C,5/11/2023 7:00,59,186,161,38,4.74,127
Hyderabad,Station_A,5/11/2023 8:00,272,288,94,42,4.41,98
Bangalore,Station_B,5/11/2023 9:00,148,95,104,57,4.37,124
Hyderabad,Station_A,5/11/2023 10:00,252,102,150,88,1.66,18
Hyderabad,Station_C,5/11/2023 11:00,100,86,120,60,3.92,168
Chennai,Station_A,5/11/2023 12:00,221,79,60,93,4.64,179
Bangalore,Station_A,5/11/2023 13:00,251,68,152,88,3.82,92
Chennai,Station_A,5/11/2023 14:00,226,378,49,59,4.56,57
Chennai,Station_B,5/11/2023 15:00,140,104,40,39,0.52,53
Mumbai,Station_A,5/11/2023 16:00,265,170,151,90,1.9,40
Kolkata,Station_C,5/11/2023 17:00,41,72,155,89,1.69,84
Hyderabad,Station_A,5/11/2023 18:00,86,211,145,93,1.99,33
Kolkata,Station_D,5/11/2023 19:00,241,59,69,53,1.3,143
Bangalore,Station_B,5/11/2023 20:00,296,272,11,76,3.25,164
Hyderabad,Station_B,5/11/2023 21:00,124,175,133,11,4.82,122
Delhi,Station_B,5/11/2023 22:00,118,101,62,52,1.02,24
Kolkata,Station_A,5/11/2023 23:00,257,96,11,83,3.37,87
Chennai,Station_D,5/12/2023 0:00,135,265,116,61,3.5,163
